arxiv_id,title,authors,subjects,submitted,abstract,abstract_word_count,author_count,abstract_sentence_count,abstract_character_count,average_word_length_per_sentence,average_words_per_author
2310.11453,BitNet: Scaling 1-bit Transformers for Large Language Models,"Hongyu Wang, Shuming Ma, Li Dong, Shaohan Huang, Huaijie Wang, Lingxiao Ma, Fan Yang, Ruiping Wang, Yi Wu, Furu Wei",Computer Science > Computation and Language,[Submitted on 17 Oct 2023],"The increasing size of large language models has posed challenges for deployment and raised concerns about environmental impact due to high energy consumption. In this work, we introduce BitNet, a scalable and stable 1-bit Transformer architecture designed for large language models. Specifically, we introduce BitLinear as a drop-in replacement of thethis http URLlayer in order to train 1-bit weights from scratch. Experimental results on language modeling show that BitNet achieves competitive performance while substantially reducing memory footprint and energy consumption, compared to state-of-the-art 8-bit quantization methods and FP16 Transformer baselines. Furthermore, BitNet exhibits a scaling law akin to full-precision Transformers, suggesting its potential for effective scaling to even larger language models while maintaining efficiency and performance benefits.",117,10,6,879,7.51,11.7
